order_id,order_creation_ts,promised_by_ts,metro,retailer,store_id,store_lat,store_lon,customer_id,customer_lat,customer_lon,order_type,delivery_type,on_time_flag,basket_size,total_cost,revenue,markup,shopper_id,shopper_rating,preferred_shopper,base_pay,promo_pay,incentive_pay,total_shopper_pay
O5309,2026-08-10 13:28:37.265330,2026-08-10 17:28:37.265330,San Francisco,Petco,S28,37.723846077241575,-122.36097356760793,C310,37.727962230216384,-122.38143899204866,delivery_only,same_day,1,20,185.74,22.88,7.07,SH44,4.95,0,8.53,0,0,8.53
O5310,2026-08-10 10:10:32.400852,2026-08-10 12:10:32.400852,Los Angeles,Lowe's,S74,34.165401806014295,-118.31631751168545,C1739,34.01368010586267,-118.3308239651453,shop_and_deliver,on_demand,1,6,58.08,6.17,3.43,SH58,4.41,0,6.41,0,0,6.41
O5311,2026-08-10 11:29:49.232820,2026-08-10 15:29:49.232820,Austin,Lowe's,S109,30.251156171289253,-97.7918586112811,C2645,30.25598820096745,-97.8426938963223,delivery_only,same_day,1,10,68.36,5.71,2.61,SH87,5.0,0,7.6,0,0,7.6
O5312,2026-08-10 09:44:14.671908,2026-08-10 13:44:14.671908,Los Angeles,Target,S67,33.947415263189626,-118.24124036697779,C372,34.00216785571436,-118.28745573146456,shop_and_deliver,same_day,1,16,220.07,28.43,12.21,SH69,4.56,0,9.11,0,0,9.11
O5313,2026-08-10 12:43:10.973415,2026-08-10 14:43:10.973415,Austin,Target,S103,30.246138293361895,-97.67425737185474,C1733,30.22273615422931,-97.68557514318715,shop_and_deliver,on_demand,1,21,122.28,10.64,4.52,SH79,5.0,1,11.59,0,0,11.59
O5314,2026-08-10 11:40:23.233028,2026-08-10 15:40:23.233028,San Francisco,Walgreens,S29,37.762285782181074,-122.44418141903382,C725,37.77541695408844,-122.45410755981368,delivery_only,same_day,1,11,98.2,14.42,6.57,SH48,5.0,1,7.34,0,0,7.34
O5315,2026-08-10 11:01:36.356679,2026-08-10 15:01:36.356679,Austin,Target,S111,30.292778882989726,-97.80424520929759,C559,30.24235453768983,-97.80278861588448,delivery_only,same_day,1,9,65.59,7.64,3.66,SH92,4.96,0,8.5,0,0,8.5
O5316,2026-08-10 10:58:18.199383,2026-08-10 14:58:18.199383,Austin,Publix,S122,30.29468598029964,-97.69788173325547,C1424,30.262582447879314,-97.61358388518077,shop_and_deliver,same_day,1,11,94.34,10.97,6.18,SH92,4.96,0,8.91,0,0,8.91
O5317,2026-08-10 12:47:44.492240,2026-08-11 12:47:44.492240,San Francisco,Meijer,S36,37.82136552910916,-122.42273420898056,C48,37.85065976144045,-122.4753019006661,delivery_only,next_day,1,29,134.86,17.13,7.24,SH30,5.0,0,11.96,0,0,11.96
O5318,2026-08-10 17:00:30.561669,2026-08-10 21:00:30.561669,Austin,Publix,S104,30.28121223401787,-97.82366470124585,C586,30.302771631006124,-97.82011952200993,shop_and_deliver,same_day,0,22,245.11,27.07,10.16,SH93,4.67,1,11.56,0,0,11.56
O5319,2026-08-10 08:31:40.157469,2026-08-11 08:31:40.157469,Birmingham,Lowe's,S17,33.53839939840087,-86.75042491588749,C2111,33.531969587045964,-86.82128463493478,delivery_only,next_day,0,21,182.55,23.21,8.86,SH5,4.75,0,9.82,0,1,10.82
O5320,2026-08-10 11:14:25.989035,2026-08-10 15:14:25.989035,Los Angeles,Walgreens,S65,34.04329019033381,-118.09867305773155,C332,34.08121942159522,-118.11214179827606,shop_and_deliver,same_day,1,9,43.66,5.66,1.5,SH64,4.41,0,8.46,0,0,8.46
O5321,2026-08-10 12:45:22.492926,2026-08-10 14:45:22.492926,Los Angeles,Target,S89,33.99461823755571,-118.23093793083353,C2925,33.98693450882419,-118.21247652285001,shop_and_deliver,on_demand,1,25,151.14,16.22,5.46,SH62,5.0,0,11.55,0,0,11.55
O5322,2026-08-10 17:36:42.104506,2026-08-10 21:36:42.104506,Birmingham,Lowe's,S21,33.5802112594271,-86.81944425599345,C2560,33.573536851792475,-86.76643825515869,shop_and_deliver,same_day,1,8,87.25,11.8,3.0,SH7,5.0,0,7.94,0,0,7.94
O5323,2026-08-10 14:20:07.859812,2026-08-11 14:20:07.859812,Austin,Petco,S121,30.206076006798973,-97.76082921898866,C1982,30.224776416975704,-97.7169556395638,shop_and_deliver,next_day,1,8,119.13,15.36,4.61,SH77,4.52,1,7.14,0,0,7.14
O5324,2026-08-10 15:45:15.957246,2026-08-10 19:45:15.957246,Austin,Meijer,S98,30.241231740051088,-97.84000867669423,C2724,30.199768275178172,-97.84795648786343,shop_and_deliver,same_day,1,15,155.73,15.13,5.94,SH93,4.67,1,9.66,0,0,9.66
O5325,2026-08-10 12:29:30.518210,2026-08-11 12:29:30.518210,Birmingham,Lowe's,S11,33.539909481679956,-86.83155684157191,C959,33.55353480050192,-86.911206605681,shop_and_deliver,next_day,1,9,109.81,14.12,5.52,SH24,4.53,0,8.71,0,0,8.71
O5326,2026-08-10 17:00:17.032887,2026-08-10 19:00:17.032887,Austin,Publix,S124,30.32623723895374,-97.78893354974758,C1830,30.256391185043828,-97.71559123873831,shop_and_deliver,on_demand,1,8,104.65,9.89,4.41,SH87,5.0,0,8.28,0,1,9.28
O5327,2026-08-10 17:16:56.380467,2026-08-10 19:16:56.380467,San Francisco,Publix,S45,37.798274191964765,-122.37374385931817,C1846,37.822697252408965,-122.36121345553583,shop_and_deliver,on_demand,1,5,37.79,3.83,2.31,SH47,4.98,0,7.39,0,0,7.39
O5328,2026-08-10 13:53:24.433061,2026-08-10 15:53:24.433061,Austin,Petco,S123,30.36110737342283,-97.700180979164,C2588,30.44172903125134,-97.75736710283691,delivery_only,on_demand,0,25,360.83,52.8,17.92,SH93,4.67,1,11.17,1,0,12.17
O5329,2026-08-10 17:00:29.657174,2026-08-10 19:00:29.657174,San Francisco,CVS,S49,37.729550554564085,-122.43664425943076,C760,37.736107490689385,-122.40924076836312,shop_and_deliver,on_demand,1,6,68.62,6.8,3.27,SH35,4.82,1,7.24,3,0,10.24
O5330,2026-08-10 13:26:14.340167,2026-08-10 17:26:14.340167,Birmingham,Walgreens,S19,33.56456505385718,-86.82387194259158,C2032,33.61156117272974,-86.84098752488512,shop_and_deliver,same_day,1,6,67.96,5.7,3.64,SH1,5.0,0,6.46,0,1,7.46
O5331,2026-08-10 16:21:34.879640,2026-08-10 18:21:34.879640,Birmingham,Publix,S9,33.500574974908744,-86.89200018062155,C1185,33.520081296565,-86.93481504881694,shop_and_deliver,on_demand,1,9,57.91,8.32,2.84,SH2,4.53,1,7.06,0,0,7.06
O5332,2026-08-10 13:49:47.022449,2026-08-10 17:49:47.022449,Los Angeles,Lowe's,S70,33.97014873255938,-118.20014816287717,C1731,33.90438900796643,-118.15440801305651,shop_and_deliver,same_day,1,2,22.51,2.77,1.1,SH61,4.66,0,5.85,0,0,5.85
O5333,2026-08-10 10:51:44.078155,2026-08-10 12:51:44.078155,Los Angeles,Target,S87,34.05036811455503,-118.34005318723361,C925,34.075635147813145,-118.42763558035035,shop_and_deliver,on_demand,1,19,171.19,24.67,7.49,SH52,5.0,1,8.9,0,0,8.9
O5334,2026-08-10 13:28:48.783144,2026-08-10 15:28:48.783144,Austin,Lowe's,S100,30.359923995417848,-97.67249810890652,C680,30.33738835045266,-97.56672384299726,shop_and_deliver,on_demand,1,15,109.26,10.23,5.79,SH88,4.33,0,7.28,3,0,10.280000000000001
O5335,2026-08-10 10:54:52.911852,2026-08-11 10:54:52.911852,San Francisco,Kroger,S27,37.74801990184271,-122.44384717931551,C2726,37.75316193244331,-122.42187458982315,shop_and_deliver,next_day,1,10,100.3,12.2,5.43,SH37,4.89,0,8.19,0,0,8.19
O5336,2026-08-10 12:13:42.028769,2026-08-10 16:13:42.028769,San Francisco,Publix,S45,37.798274191964765,-122.37374385931817,C472,37.832412697859965,-122.3237779161221,delivery_only,same_day,0,8,101.56,9.65,6.87,SH44,4.95,0,6.86,5,0,11.86
O5337,2026-08-10 16:14:16.539795,2026-08-10 18:14:16.539795,Los Angeles,Walgreens,S96,34.09584168877215,-118.3405667961779,C2095,34.09051947136579,-118.23297691499386,delivery_only,on_demand,1,5,44.54,4.23,2.83,SH65,5.0,0,6.78,0,0,6.78
O5338,2026-08-10 14:34:32.043700,2026-08-10 18:34:32.043700,Birmingham,Kroger,S10,33.49454513179286,-86.81830740284093,C1455,33.53042335913624,-86.82877148830791,shop_and_deliver,same_day,1,12,175.16,21.8,7.45,SH10,4.63,0,8.19,0,0,8.19
O5339,2026-08-10 11:37:43.419932,2026-08-10 13:37:43.419932,San Francisco,Walgreens,S29,37.762285782181074,-122.44418141903382,C2548,37.73873927142004,-122.37317173228611,shop_and_deliver,on_demand,1,17,125.75,15.32,4.13,SH43,4.6,1,9.68,0,0,9.68
O5340,2026-08-10 08:20:04.527690,2026-08-10 10:20:04.527690,Birmingham,Petco,S4,33.53680070211378,-86.77294693599671,C974,33.578453254850714,-86.77870248340855,delivery_only,on_demand,1,15,123.9,16.44,6.65,SH20,4.75,1,7.3,0,0,7.3
O5341,2026-08-10 12:54:50.866138,2026-08-10 16:54:50.866138,Birmingham,Lowe's,S1,33.57197773763484,-86.86738173782409,C2693,33.55384133495909,-86.85419140643732,shop_and_deliver,same_day,1,12,138.84,18.2,9.47,SH25,4.31,0,8.16,0,0,8.16
O5342,2026-08-10 09:33:58.393781,2026-08-10 11:33:58.393781,San Francisco,CVS,S40,37.71795029520929,-122.4664530287608,C829,37.71627075874665,-122.45655129057037,delivery_only,on_demand,1,9,122.9,12.31,3.94,SH48,5.0,1,7.36,0,0,7.36
O5343,2026-08-10 17:00:49.168240,2026-08-10 19:00:49.168240,Birmingham,Meijer,S5,33.438754084224875,-86.77044022099197,C2149,33.42895771233108,-86.70728503389925,shop_and_deliver,on_demand,0,25,204.31,21.28,7.25,SH9,4.53,0,12.31,0,0,12.31
O5344,2026-08-10 16:27:50.391109,2026-08-10 18:27:50.391109,San Francisco,Walgreens,S29,37.762285782181074,-122.44418141903382,C1795,37.68889493931061,-122.50118324347727,delivery_only,on_demand,1,8,99.83,12.82,4.09,SH36,4.32,0,8.1,1,0,9.1
O5345,2026-08-10 16:31:47.361167,2026-08-10 20:31:47.361167,Los Angeles,Kroger,S80,34.16832592727953,-118.15973733624271,C2005,34.183643586902505,-118.0789470142453,delivery_only,same_day,1,10,106.69,10.28,5.15,SH68,4.88,0,7.09,0,0,7.09
O5346,2026-08-10 09:33:33.373105,2026-08-10 11:33:33.373105,Birmingham,CVS,S15,33.497974970457186,-86.89752607460036,C2662,33.468719035575006,-86.86920615219775,shop_and_deliver,on_demand,1,11,74.19,7.36,2.62,SH19,4.44,1,7.34,2,0,9.34
O5347,2026-08-10 15:33:35.676580,2026-08-10 19:33:35.676580,Austin,Kroger,S120,30.2917780951638,-97.82603050700125,C1235,30.311846258482337,-97.9252505806269,shop_and_deliver,same_day,0,9,69.34,6.42,2.96,SH91,4.74,0,6.54,0,0,6.54
O5348,2026-08-10 08:01:54.297052,2026-08-10 10:01:54.297052,Austin,Lowe's,S109,30.251156171289253,-97.7918586112811,C346,30.094378022191812,-97.81600462322547,delivery_only,on_demand,0,3,32.5,3.63,1.73,SH78,4.46,0,4.53,2,0,6.53
O5349,2026-08-10 15:55:28.729565,2026-08-11 15:55:28.729565,Austin,Kroger,S113,30.34452342979013,-97.83757664562526,C2043,30.387354668356856,-97.76523548509279,delivery_only,next_day,0,1,6.62,0.85,0.45,SH93,4.67,1,4.48,0,0,4.48
O5350,2026-08-10 16:39:45.247386,2026-08-10 20:39:45.247386,Birmingham,Petco,S7,33.539746671732985,-86.79030243111211,C1022,33.54498955800276,-86.78817313256039,delivery_only,same_day,1,15,189.51,16.11,7.98,SH10,4.63,0,9.54,5,0,14.54
O5351,2026-08-10 09:37:24.954111,2026-08-10 11:37:24.954111,Birmingham,Kroger,S10,33.49454513179286,-86.81830740284093,C2850,33.490237249538225,-86.78520956891191,delivery_only,on_demand,1,20,281.61,28.06,15.85,SH11,4.56,0,9.46,3,0,12.46
O5352,2026-08-10 09:32:24.389517,2026-08-11 09:32:24.389517,Austin,Lowe's,S100,30.359923995417848,-97.67249810890652,C1875,30.390595914025788,-97.78559431922079,delivery_only,next_day,0,14,73.74,7.48,2.87,SH93,4.67,1,7.44,0,1,8.440000000000001
O5353,2026-08-10 09:32:13.144111,2026-08-10 11:32:13.144111,Los Angeles,Walgreens,S68,33.91443254246643,-118.21643211704352,C428,33.9299016805755,-118.23138588780311,shop_and_deliver,on_demand,1,17,152.69,21.11,9.94,SH54,4.82,1,10.42,2,1,13.42
O5354,2026-08-10 16:47:41.916660,2026-08-10 20:47:41.916660,San Francisco,Meijer,S50,37.728106230943325,-122.45204778049496,C195,37.73168451663089,-122.49581829146105,delivery_only,same_day,1,16,209.06,18.89,12.73,SH38,4.42,0,10.25,0,2,12.25
O5355,2026-08-10 16:02:22.001268,2026-08-10 18:02:22.001268,San Francisco,Publix,S45,37.798274191964765,-122.37374385931817,C2294,37.756704743596266,-122.35331742088638,shop_and_deliver,on_demand,1,8,57.49,5.23,1.79,SH49,4.61,1,7.24,0,0,7.24
O5356,2026-08-10 17:13:47.166049,2026-08-10 19:13:47.166049,Austin,Publix,S122,30.29468598029964,-97.69788173325547,C2055,30.27426395460059,-97.63303223139295,delivery_only,on_demand,0,26,320.15,29.25,11.36,SH95,4.55,1,12.76,2,0,14.76
O5357,2026-08-10 17:43:08.022357,2026-08-10 21:43:08.022357,San Francisco,Meijer,S51,37.71496244523944,-122.4370917372399,C1920,37.73568737424115,-122.4675177016929,shop_and_deliver,same_day,1,11,128.91,12.67,6.42,SH31,4.81,0,8.84,0,2,10.84
O5358,2026-08-10 11:53:05.604884,2026-08-11 11:53:05.604884,Los Angeles,Target,S53,34.04764899140769,-118.18596919013292,C2205,34.01395442317891,-118.13478858636947,delivery_only,next_day,1,5,21.19,2.08,1.1,SH61,4.66,0,6.95,0,0,6.95
O5359,2026-08-10 13:25:28.567226,2026-08-10 17:25:28.567226,Austin,Petco,S123,30.36110737342283,-97.700180979164,C1677,30.3744863730975,-97.65189815346322,delivery_only,same_day,1,10,135.42,13.14,4.22,SH76,4.43,0,8.94,0,0,8.94
O5360,2026-08-10 17:58:45.094473,2026-08-10 19:58:45.094473,Austin,Walgreens,S112,30.30759337545154,-97.68394146611278,C2064,30.286169527847587,-97.71216056743584,shop_and_deliver,on_demand,1,6,36.9,3.91,1.72,SH94,5.0,0,6.51,0,0,6.51
O5361,2026-08-10 09:10:20.132155,2026-08-10 13:10:20.132155,Birmingham,Meijer,S20,33.52700785028179,-86.86712619800541,C787,33.557936571263376,-86.94448069641527,shop_and_deliver,same_day,1,14,108.8,10.37,5.38,SH6,4.84,0,8.66,0,0,8.66
O5362,2026-08-10 10:36:06.114480,2026-08-10 14:36:06.114480,San Francisco,Kroger,S48,37.822007079818796,-122.41467893097011,C2015,37.860064349711436,-122.43384133050712,delivery_only,same_day,0,13,152.54,13.11,9.9,SH40,4.14,0,8.18,5,0,13.18
O5363,2026-08-10 14:43:24.704268,2026-08-11 14:43:24.704268,Birmingham,Publix,S13,33.5510553569458,-86.81931013464548,C267,33.52563424432047,-86.78179139449502,shop_and_deliver,next_day,0,17,87.62,7.21,3.3,SH7,5.0,0,9.13,0,0,9.13
O5364,2026-08-10 16:26:53.380525,2026-08-10 18:26:53.380525,San Francisco,Lowe's,S39,37.719752030744615,-122.3941204532377,C2071,37.7459703042962,-122.3658274472765,delivery_only,on_demand,1,11,105.76,10.82,6.47,SH44,4.95,0,8.71,0,0,8.71
O5365,2026-08-10 17:31:44.611230,2026-08-10 21:31:44.611230,Los Angeles,Kroger,S71,34.18435697934688,-118.27442839367374,C1029,34.17172940456188,-118.2779189735764,delivery_only,same_day,1,1,11.19,0.9,0.62,SH53,4.92,1,4.96,0,0,4.96
O5366,2026-08-10 12:17:52.750183,2026-08-10 14:17:52.750183,Austin,Meijer,S98,30.241231740051088,-97.84000867669423,C1883,30.280517778555968,-97.77100625447032,shop_and_deliver,on_demand,1,28,413.48,46.46,25.39,SH79,5.0,1,11.07,1,0,12.07
O5367,2026-08-10 17:56:33.389271,2026-08-11 17:56:33.389271,Los Angeles,Meijer,S55,33.96782926587192,-118.2262693993948,C2464,33.883616171356515,-118.14081694027003,shop_and_deliver,next_day,1,14,73.6,9.65,2.33,SH72,4.63,0,8.27,2,0,10.27
O5368,2026-08-10 17:26:19.236700,2026-08-10 21:26:19.236700,San Francisco,Publix,S45,37.798274191964765,-122.37374385931817,C716,37.81768841961552,-122.38706146675871,shop_and_deliver,same_day,1,11,137.58,13.11,9.54,SH38,4.42,0,8.03,0,0,8.03
O5369,2026-08-10 09:13:14.420825,2026-08-10 11:13:14.420825,Birmingham,Petco,S7,33.539746671732985,-86.79030243111211,C756,33.46828177979054,-86.77046585279403,shop_and_deliver,on_demand,1,21,313.73,33.88,13.59,SH22,4.81,0,11.2,0,0,11.2
O5370,2026-08-10 09:47:47.774841,2026-08-11 09:47:47.774841,Los Angeles,Kroger,S97,34.04318335419728,-118.30983189746098,C1328,34.02416816237972,-118.25789994133268,shop_and_deliver,next_day,1,7,90.09,10.44,5.7,SH62,5.0,0,7.66,0,1,8.66
O5371,2026-08-10 16:09:14.480426,2026-08-10 20:09:14.480426,Los Angeles,Kroger,S76,34.0610951735068,-118.32114431272987,C1175,34.05431311092284,-118.33949661088408,shop_and_deliver,same_day,1,13,142.66,17.89,8.32,SH65,5.0,0,7.0,0,0,7.0
O5372,2026-08-10 10:52:02.260979,2026-08-11 10:52:02.260979,Los Angeles,CVS,S54,34.00348455142109,-118.11082708882626,C2102,33.91552323062988,-118.08829036177022,shop_and_deliver,next_day,1,4,59.22,5.95,3.41,SH65,5.0,0,5.2,0,0,5.2
O5373,2026-08-10 10:06:05.484224,2026-08-10 12:06:05.484224,Birmingham,CVS,S16,33.55176194477219,-86.82117255112688,C581,33.5519112822236,-86.8221874002171,shop_and_deliver,on_demand,1,3,30.81,3.28,1.18,SH12,4.97,0,4.77,1,0,5.77
O5374,2026-08-10 16:18:24.386355,2026-08-10 18:18:24.386355,Austin,Lowe's,S109,30.251156171289253,-97.7918586112811,C1807,30.262038828824345,-97.8655376163537,shop_and_deliver,on_demand,1,24,178.34,23.86,9.8,SH86,4.37,0,12.03,0,0,12.03
O5375,2026-08-10 09:26:41.485569,2026-08-10 13:26:41.485569,Los Angeles,Kroger,S57,33.97626281885158,-118.18480871814806,C87,33.99711809983735,-118.28241085543426,shop_and_deliver,same_day,1,5,68.98,8.97,4.07,SH54,4.82,1,5.47,0,1,6.47
O5376,2026-08-10 08:42:09.745517,2026-08-10 10:42:09.745517,San Francisco,Meijer,S47,37.769684148457955,-122.45318714753398,C1116,37.83425552565345,-122.49854109080827,shop_and_deliver,on_demand,1,9,120.55,15.23,6.45,SH43,4.6,1,8.13,0,0,8.13
O5377,2026-08-10 10:24:49.054895,2026-08-10 14:24:49.054895,Los Angeles,Walgreens,S96,34.09584168877215,-118.3405667961779,C1380,34.11672644366903,-118.33226274881547,shop_and_deliver,same_day,1,8,85.87,12.61,5.59,SH56,4.6,1,7.34,0,0,7.34
O5378,2026-08-10 10:27:17.565557,2026-08-10 12:27:17.565557,Austin,Kroger,S125,30.316008528599824,-97.79292789453066,C1916,30.314439344091014,-97.78929530168958,delivery_only,on_demand,0,34,196.58,23.13,9.23,SH82,4.55,0,13.08,2,0,15.08
O5379,2026-08-10 16:13:05.453614,2026-08-10 18:13:05.453614,San Francisco,Meijer,S36,37.82136552910916,-122.42273420898056,C533,37.84212658747967,-122.45175312295864,shop_and_deliver,on_demand,0,18,94.22,7.85,2.96,SH27,4.42,0,10.54,0,0,10.54
O5380,2026-08-10 10:18:48.770778,2026-08-10 14:18:48.770778,San Francisco,Walgreens,S25,37.80457841321649,-122.41463694411331,C707,37.80574793196423,-122.41171140384802,shop_and_deliver,same_day,1,13,98.34,13.97,4.92,SH34,5.0,0,7.39,0,0,7.39
O5381,2026-08-10 15:08:31.949910,2026-08-10 17:08:31.949910,San Francisco,Lowe's,S41,37.822391631480826,-122.42235557321814,C802,37.83761437487819,-122.38344740014932,shop_and_deliver,on_demand,0,6,60.42,6.58,3.94,SH26,4.98,0,6.74,0,0,6.74
O5382,2026-08-10 17:39:10.718507,2026-08-10 21:39:10.718507,Austin,Meijer,S98,30.241231740051088,-97.84000867669423,C2087,30.177392322395338,-97.89838228088848,shop_and_deliver,same_day,1,3,36.79,5.42,1.35,SH81,4.66,0,6.32,0,0,6.32
O5383,2026-08-10 16:31:56.632158,2026-08-10 18:31:56.632158,Austin,Target,S107,30.336933958984933,-97.81577573371159,C2685,30.30144022120357,-97.80750937510047,shop_and_deliver,on_demand,1,6,24.82,3.2,1.56,SH95,4.55,1,6.76,0,1,7.76
O5384,2026-08-10 09:21:22.525948,2026-08-10 11:21:22.525948,Birmingham,Meijer,S5,33.438754084224875,-86.77044022099197,C931,33.434713975802794,-86.68178022433202,shop_and_deliver,on_demand,1,7,104.63,15.69,6.12,SH9,4.53,0,8.0,3,0,11.0
O5385,2026-08-10 09:24:04.207683,2026-08-10 11:24:04.207683,Austin,Walgreens,S99,30.2333500609341,-97.7325470066329,C1546,30.149316968775974,-97.76734135499413,delivery_only,on_demand,0,7,39.94,3.65,1.63,SH81,4.66,0,5.43,0,0,5.43
O5386,2026-08-10 10:40:39.111609,2026-08-10 14:40:39.111609,Los Angeles,Walgreens,S77,34.191825805386635,-118.22621196391788,C1914,34.14512576114244,-118.17967844124486,shop_and_deliver,same_day,0,12,101.89,14.85,6.17,SH61,4.66,0,7.03,0,0,7.03
O5387,2026-08-10 10:37:42.932527,2026-08-10 12:37:42.932527,Austin,Lowe's,S118,30.239238128282253,-97.81768789746963,C137,30.296302481261137,-97.78306816287977,shop_and_deliver,on_demand,1,8,42.26,4.13,1.61,SH85,4.5,0,6.9,0,0,6.9
O5388,2026-08-10 17:11:22.924867,2026-08-10 19:11:22.924867,Birmingham,Walgreens,S19,33.56456505385718,-86.82387194259158,C1659,33.563861981772284,-86.81732157803522,shop_and_deliver,on_demand,1,7,95.64,10.01,4.33,SH20,4.75,1,7.88,0,0,7.88
O5389,2026-08-10 12:56:57.633900,2026-08-10 16:56:57.633900,Los Angeles,Meijer,S91,34.079161254268165,-118.1000321425175,C2053,34.027841090647556,-118.07713751511659,shop_and_deliver,same_day,1,6,77.45,10.43,3.52,SH62,5.0,0,5.88,2,1,8.879999999999999
O5390,2026-08-10 16:27:29.015144,2026-08-10 20:27:29.015144,San Francisco,Petco,S37,37.831505451446695,-122.37753034108806,C2883,37.824576105916385,-122.34687362893719,shop_and_deliver,same_day,1,9,80.09,9.42,4.64,SH42,4.63,1,7.09,0,0,7.09
O5391,2026-08-10 12:14:44.769388,2026-08-10 14:14:44.769388,Birmingham,Publix,S13,33.5510553569458,-86.81931013464548,C376,33.54601253287015,-86.78187719332527,delivery_only,on_demand,0,2,17.51,2.31,0.91,SH16,4.72,0,4.13,0,0,4.13
O5392,2026-08-10 10:09:15.721993,2026-08-11 10:09:15.721993,San Francisco,Meijer,S47,37.769684148457955,-122.45318714753398,C955,37.770130964439666,-122.4623774521598,shop_and_deliver,next_day,1,8,67.74,7.25,2.67,SH36,4.32,0,8.27,0,0,8.27
O5393,2026-08-10 09:56:15.374838,2026-08-10 11:56:15.374838,Birmingham,Petco,S7,33.539746671732985,-86.79030243111211,C1899,33.62829949466386,-86.82668772584012,shop_and_deliver,on_demand,1,4,42.12,3.56,1.85,SH7,5.0,0,4.65,0,0,4.65
O5394,2026-08-10 08:26:40.371069,2026-08-10 10:26:40.371069,Los Angeles,Walgreens,S96,34.09584168877215,-118.3405667961779,C530,34.027955527206075,-118.28224267651092,delivery_only,on_demand,0,6,68.14,6.58,4.74,SH56,4.6,1,5.88,0,0,5.88
O5395,2026-08-10 14:34:50.194118,2026-08-10 18:34:50.194118,Birmingham,Publix,S18,33.59227767237418,-86.853819603312,C1510,33.61827467888175,-86.83884041879043,delivery_only,same_day,1,4,30.96,3.66,0.96,SH2,4.53,1,4.61,1,0,5.61
O5396,2026-08-10 12:06:39.928056,2026-08-10 16:06:39.928056,Los Angeles,Kroger,S82,34.17176625655812,-118.21177128210212,C2321,34.16850567872344,-118.15840758056999,shop_and_deliver,same_day,1,10,134.86,20.18,5.69,SH57,4.71,0,7.91,0,1,8.91
O5397,2026-08-10 09:29:08.224315,2026-08-10 11:29:08.224315,Los Angeles,CVS,S85,34.047884126075864,-118.25917275710412,C162,34.03668482890452,-118.39544305582591,shop_and_deliver,on_demand,1,11,54.44,4.47,3.67,SH65,5.0,0,9.08,0,1,10.08
O5398,2026-08-10 14:26:18.211042,2026-08-10 16:26:18.211042,Birmingham,Walgreens,S19,33.56456505385718,-86.82387194259158,C622,33.53490035987202,-86.82006301755801,shop_and_deliver,on_demand,1,16,103.01,13.59,3.09,SH7,5.0,0,9.8,0,2,11.8
O5399,2026-08-10 09:34:16.976501,2026-08-10 11:34:16.976501,Austin,Kroger,S120,30.2917780951638,-97.82603050700125,C1129,30.230529155912198,-97.8256264903853,delivery_only,on_demand,1,17,207.86,29.31,8.6,SH76,4.43,0,8.79,0,1,9.79
O5400,2026-08-10 16:44:50.245082,2026-08-10 18:44:50.245082,Austin,Target,S119,30.332773800757515,-97.78879141683605,C2389,30.179280153563138,-97.79607868443675,delivery_only,on_demand,1,3,27.42,3.31,1.86,SH76,4.43,0,5.54,1,1,7.54
O5401,2026-08-10 15:41:47.773266,2026-08-10 19:41:47.773266,Birmingham,Meijer,S6,33.46682103992209,-86.86767150590272,C670,33.501685429294305,-86.87379540768251,shop_and_deliver,same_day,1,8,45.58,3.75,2.5,SH2,4.53,1,7.01,0,0,7.01
O5402,2026-08-10 14:26:30.428068,2026-08-10 18:26:30.428068,Austin,Lowe's,S109,30.251156171289253,-97.7918586112811,C2344,30.2111833055479,-97.84735170807296,shop_and_deliver,same_day,1,7,44.16,4.44,2.23,SH84,4.44,0,6.43,0,0,6.43
O5403,2026-08-10 17:17:38.312916,2026-08-11 17:17:38.312916,Los Angeles,Target,S61,34.09250540341041,-118.18948836453357,C473,34.080770766472796,-118.21051714426554,shop_and_deliver,next_day,1,2,12.17,1.09,0.77,SH73,4.63,1,6.6,0,0,6.6
O5404,2026-08-10 16:43:42.161578,2026-08-10 18:43:42.161578,Los Angeles,Walgreens,S96,34.09584168877215,-118.3405667961779,C1778,34.0565560643076,-118.39750794944617,shop_and_deliver,on_demand,0,7,38.47,4.61,2.45,SH71,5.0,1,5.69,0,0,5.69
O5405,2026-08-10 13:43:57.069334,2026-08-10 15:43:57.069334,Austin,Lowe's,S106,30.270865930472745,-97.66762538561441,C1659,30.27763862619767,-97.67985551406689,shop_and_deliver,on_demand,1,8,114.03,9.64,7.03,SH91,4.74,0,7.5,0,0,7.5
O5406,2026-08-10 17:14:50.012531,2026-08-10 19:14:50.012531,Birmingham,CVS,S15,33.497974970457186,-86.89752607460036,C1813,33.46593106926163,-86.89528777393268,shop_and_deliver,on_demand,1,3,17.62,1.76,0.74,SH12,4.97,0,5.33,0,0,5.33
O5407,2026-08-10 15:54:41.416663,2026-08-10 17:54:41.416663,San Francisco,CVS,S40,37.71795029520929,-122.4664530287608,C9,37.73922704911302,-122.49760461562441,shop_and_deliver,on_demand,1,10,83.22,7.46,4.14,SH35,4.82,1,7.65,0,0,7.65
O5408,2026-08-10 17:22:01.416784,2026-08-10 21:22:01.416784,Los Angeles,Kroger,S56,34.011288880713785,-118.10216537518372,C595,33.92677532717559,-118.17630051121503,delivery_only,same_day,1,6,51.45,6.07,2.41,SH68,4.88,0,6.39,1,0,7.39
